t,u,v,w,VT,phi,theta,psi,XE,YE,ZE,elevR,elevL,flapR,flapL,canard,rudder,alpha,beta
8.051,932.510,93.715,74.581,940.170,0.255,0.037,0.030,7525.059,500.210,-20546.011,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.061,932.510,93.716,74.581,940.170,0.255,0.037,0.030,7534.388,501.206,-20546.620,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.071,932.510,93.716,74.580,940.170,0.255,0.037,0.030,7543.717,502.202,-20547.230,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.081,932.510,93.716,74.579,940.170,0.255,0.037,0.030,7553.046,503.198,-20547.839,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.091,932.510,93.716,74.579,940.170,0.255,0.037,0.030,7562.375,504.194,-20548.448,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.101,932.510,93.717,74.578,940.170,0.255,0.037,0.030,7571.704,505.191,-20549.057,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.111,932.510,93.717,74.577,940.170,0.255,0.037,0.030,7581.033,506.187,-20549.667,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.121,932.510,93.717,74.577,940.170,0.255,0.037,0.030,7590.362,507.183,-20550.276,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.131,932.510,93.717,74.576,940.170,0.255,0.037,0.030,7599.690,508.179,-20550.885,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.141,932.510,93.718,74.575,940.170,0.255,0.037,0.030,7609.019,509.175,-20551.494,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.151,932.510,93.718,74.574,940.170,0.255,0.037,0.030,7618.348,510.172,-20552.103,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.161,932.510,93.718,74.573,940.170,0.255,0.037,0.030,7627.677,511.168,-20552.711,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.171,932.510,93.718,74.572,940.170,0.255,0.037,0.030,7637.006,512.165,-20553.320,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.181,932.510,93.719,74.571,940.169,0.255,0.037,0.030,7646.335,513.161,-20553.929,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.191,932.510,93.719,74.570,940.169,0.255,0.037,0.030,7655.664,514.158,-20554.538,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.201,932.510,93.719,74.569,940.169,0.255,0.037,0.030,7664.993,515.154,-20555.146,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.211,932.510,93.719,74.568,940.169,0.255,0.037,0.030,7674.322,516.151,-20555.755,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.221,932.510,93.719,74.567,940.169,0.255,0.037,0.030,7683.651,517.147,-20556.363,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.231,932.510,93.720,74.566,940.169,0.255,0.037,0.030,7692.979,518.144,-20556.972,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.241,932.510,93.720,74.565,940.169,0.255,0.037,0.030,7702.308,519.141,-20557.580,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.251,932.510,93.720,74.564,940.169,0.255,0.037,0.030,7711.637,520.137,-20558.189,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.261,932.510,93.720,74.563,940.169,0.255,0.037,0.030,7720.966,521.134,-20558.797,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.271,932.510,93.720,74.561,940.169,0.255,0.037,0.030,7730.295,522.131,-20559.405,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.281,932.510,93.721,74.560,940.169,0.255,0.037,0.030,7739.624,523.128,-20560.013,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.291,932.510,93.721,74.559,940.169,0.255,0.037,0.030,7748.953,524.125,-20560.622,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.301,932.510,93.721,74.557,940.169,0.255,0.037,0.030,7758.282,525.122,-20561.230,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.311,932.510,93.721,74.556,940.169,0.255,0.037,0.030,7767.611,526.119,-20561.838,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.321,932.510,93.722,74.555,940.168,0.255,0.037,0.030,7776.939,527.116,-20562.446,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.331,932.510,93.722,74.553,940.168,0.255,0.037,0.030,7786.268,528.113,-20563.054,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.341,932.510,93.722,74.552,940.168,0.255,0.037,0.030,7795.597,529.110,-20563.661,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.351,932.510,93.722,74.550,940.168,0.254,0.037,0.030,7804.926,530.107,-20564.269,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.361,932.510,93.722,74.549,940.168,0.254,0.037,0.030,7814.255,531.104,-20564.877,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.371,932.510,93.722,74.547,940.168,0.254,0.037,0.030,7823.584,532.101,-20565.485,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.381,932.510,93.723,74.546,940.168,0.254,0.037,0.030,7832.913,533.099,-20566.092,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.391,932.510,93.723,74.544,940.168,0.254,0.037,0.030,7842.242,534.096,-20566.700,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.401,932.510,93.723,74.543,940.168,0.254,0.037,0.030,7851.570,535.093,-20567.308,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.411,932.510,93.723,74.541,940.168,0.254,0.037,0.030,7860.899,536.091,-20567.915,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.421,932.510,93.723,74.540,940.167,0.254,0.037,0.030,7870.228,537.088,-20568.523,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.431,932.510,93.724,74.538,940.167,0.254,0.037,0.030,7879.557,538.085,-20569.130,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.441,932.510,93.724,74.536,940.167,0.254,0.037,0.030,7888.886,539.083,-20569.737,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.451,932.510,93.724,74.535,940.167,0.254,0.037,0.030,7898.215,540.080,-20570.345,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.461,932.510,93.724,74.533,940.167,0.254,0.037,0.030,7907.544,541.078,-20570.952,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.471,932.510,93.724,74.531,940.167,0.254,0.037,0.030,7916.872,542.075,-20571.559,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.481,932.510,93.725,74.529,940.167,0.254,0.037,0.030,7926.201,543.073,-20572.166,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.491,932.510,93.725,74.528,940.167,0.254,0.037,0.030,7935.530,544.071,-20572.773,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.501,932.510,93.725,74.526,940.167,0.254,0.037,0.030,7944.859,545.068,-20573.380,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.511,932.510,93.725,74.524,940.166,0.254,0.037,0.030,7954.188,546.066,-20573.987,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.521,932.510,93.725,74.522,940.166,0.254,0.037,0.030,7963.517,547.064,-20574.594,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.531,932.510,93.725,74.521,940.166,0.254,0.037,0.030,7972.846,548.062,-20575.201,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.541,932.510,93.726,74.519,940.166,0.254,0.037,0.030,7982.174,549.059,-20575.808,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.551,932.510,93.726,74.517,940.166,0.254,0.037,0.030,7991.503,550.057,-20576.415,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.561,932.510,93.726,74.515,940.166,0.254,0.037,0.030,8000.832,551.055,-20577.022,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.571,932.510,93.726,74.513,940.166,0.254,0.037,0.030,8010.161,552.053,-20577.629,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.581,932.510,93.726,74.511,940.166,0.254,0.037,0.030,8019.490,553.051,-20578.235,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.591,932.510,93.726,74.509,940.165,0.254,0.037,0.030,8028.819,554.049,-20578.842,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.601,932.510,93.727,74.508,940.165,0.254,0.037,0.030,8038.147,555.047,-20579.449,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.611,932.510,93.727,74.506,940.165,0.254,0.037,0.030,8047.476,556.045,-20580.055,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.621,932.510,93.727,74.504,940.165,0.254,0.037,0.030,8056.805,557.043,-20580.662,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.631,932.510,93.727,74.502,940.165,0.254,0.037,0.030,8066.134,558.041,-20581.268,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.641,932.510,93.727,74.500,940.165,0.254,0.037,0.030,8075.463,559.039,-20581.875,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.651,932.510,93.727,74.498,940.165,0.254,0.037,0.030,8084.791,560.037,-20582.481,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.661,932.510,93.728,74.496,940.164,0.254,0.037,0.030,8094.120,561.035,-20583.087,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.671,932.510,93.728,74.494,940.164,0.254,0.037,0.030,8103.449,562.034,-20583.694,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.681,932.510,93.728,74.492,940.164,0.254,0.037,0.030,8112.778,563.032,-20584.300,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.691,932.510,93.728,74.490,940.164,0.254,0.037,0.030,8122.107,564.030,-20584.906,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.701,932.510,93.728,74.488,940.164,0.254,0.037,0.030,8131.436,565.028,-20585.513,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.711,932.510,93.728,74.486,940.164,0.254,0.037,0.030,8140.764,566.027,-20586.119,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.721,932.510,93.728,74.484,940.164,0.254,0.037,0.030,8150.093,567.025,-20586.725,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.731,932.510,93.729,74.482,940.163,0.254,0.037,0.030,8159.422,568.023,-20587.331,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.741,932.510,93.729,74.480,940.163,0.254,0.037,0.030,8168.751,569.022,-20587.937,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.751,932.510,93.729,74.478,940.163,0.254,0.038,0.030,8178.080,570.020,-20588.543,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.761,932.510,93.729,74.476,940.163,0.254,0.038,0.030,8187.408,571.019,-20589.149,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.771,932.510,93.729,74.474,940.163,0.254,0.038,0.030,8196.737,572.017,-20589.755,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.781,932.510,93.729,74.472,940.163,0.254,0.038,0.030,8206.066,573.016,-20590.361,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.791,932.510,93.729,74.470,940.163,0.254,0.038,0.030,8215.395,574.014,-20590.967,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.801,932.510,93.730,74.468,940.162,0.254,0.038,0.030,8224.724,575.013,-20591.573,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.811,932.510,93.730,74.466,940.162,0.254,0.038,0.030,8234.052,576.012,-20592.178,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.821,932.510,93.730,74.464,940.162,0.254,0.038,0.030,8243.381,577.010,-20592.784,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.831,932.510,93.730,74.462,940.162,0.254,0.038,0.030,8252.710,578.009,-20593.390,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.841,932.510,93.730,74.460,940.162,0.254,0.038,0.030,8262.039,579.008,-20593.996,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.851,932.510,93.730,74.458,940.162,0.254,0.038,0.030,8271.367,580.006,-20594.601,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.861,932.510,93.730,74.456,940.161,0.254,0.038,0.030,8280.696,581.005,-20595.207,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.871,932.510,93.731,74.453,940.161,0.254,0.038,0.030,8290.025,582.004,-20595.812,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.881,932.510,93.731,74.451,940.161,0.254,0.038,0.030,8299.354,583.002,-20596.418,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.891,932.510,93.731,74.449,940.161,0.254,0.038,0.030,8308.683,584.001,-20597.024,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.901,932.510,93.731,74.447,940.161,0.254,0.038,0.030,8318.011,585.000,-20597.629,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.911,932.510,93.731,74.445,940.161,0.254,0.038,0.030,8327.340,585.999,-20598.235,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.921,932.510,93.731,74.443,940.161,0.254,0.038,0.030,8336.669,586.998,-20598.840,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.931,932.510,93.731,74.441,940.160,0.254,0.038,0.030,8345.998,587.997,-20599.445,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.941,932.510,93.731,74.439,940.160,0.254,0.038,0.030,8355.326,588.996,-20600.051,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.951,932.510,93.732,74.437,940.160,0.254,0.038,0.030,8364.655,589.995,-20600.656,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.961,932.510,93.732,74.435,940.160,0.254,0.038,0.030,8373.984,590.994,-20601.261,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.971,932.510,93.732,74.433,940.160,0.254,0.038,0.030,8383.313,591.993,-20601.867,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.981,932.510,93.732,74.431,940.160,0.254,0.038,0.030,8392.641,592.992,-20602.472,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
8.991,932.510,93.732,74.429,940.160,0.254,0.038,0.030,8401.970,593.991,-20603.077,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.001,932.510,93.732,74.427,940.159,0.254,0.038,0.030,8411.299,594.990,-20603.682,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.011,932.510,93.732,74.425,940.159,0.254,0.038,0.030,8420.628,595.989,-20604.288,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.021,932.510,93.732,74.423,940.159,0.254,0.038,0.030,8429.956,596.988,-20604.893,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.031,932.510,93.733,74.421,940.159,0.254,0.038,0.030,8439.285,597.987,-20605.498,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.041,932.510,93.733,74.419,940.159,0.254,0.038,0.030,8448.614,598.986,-20606.103,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.051,932.510,93.733,74.417,940.159,0.254,0.038,0.030,8457.943,599.986,-20606.708,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.061,932.510,93.733,74.415,940.159,0.254,0.038,0.030,8467.271,600.985,-20607.313,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.071,932.510,93.733,74.413,940.158,0.253,0.038,0.030,8476.600,601.984,-20607.918,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.081,932.510,93.733,74.411,940.158,0.253,0.038,0.030,8485.929,602.983,-20608.523,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.091,932.510,93.733,74.409,940.158,0.253,0.038,0.030,8495.258,603.983,-20609.128,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.101,932.510,93.733,74.407,940.158,0.253,0.038,0.030,8504.586,604.982,-20609.733,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.111,932.510,93.733,74.405,940.158,0.253,0.038,0.030,8513.915,605.981,-20610.338,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.121,932.510,93.734,74.403,940.158,0.253,0.038,0.030,8523.244,606.981,-20610.943,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.131,932.510,93.734,74.401,940.157,0.253,0.038,0.030,8532.572,607.980,-20611.548,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.141,932.510,93.734,74.399,940.157,0.253,0.038,0.030,8541.901,608.979,-20612.153,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.151,932.510,93.734,74.397,940.157,0.253,0.038,0.030,8551.230,609.979,-20612.758,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.161,932.510,93.734,74.395,940.157,0.253,0.038,0.030,8560.559,610.978,-20613.362,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.171,932.510,93.734,74.393,940.157,0.253,0.038,0.030,8569.887,611.978,-20613.967,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.181,932.510,93.734,74.391,940.157,0.253,0.038,0.030,8579.216,612.977,-20614.572,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.191,932.510,93.734,74.389,940.157,0.253,0.038,0.030,8588.545,613.977,-20615.177,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.201,932.510,93.734,74.387,940.156,0.253,0.038,0.030,8597.873,614.976,-20615.781,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.211,932.510,93.735,74.385,940.156,0.253,0.038,0.030,8607.202,615.976,-20616.386,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.221,932.510,93.735,74.383,940.156,0.253,0.038,0.030,8616.531,616.975,-20616.991,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.231,932.510,93.735,74.381,940.156,0.253,0.038,0.030,8625.860,617.975,-20617.595,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.241,932.510,93.735,74.380,940.156,0.253,0.038,0.030,8635.188,618.974,-20618.200,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.251,932.510,93.735,74.378,940.156,0.253,0.038,0.030,8644.517,619.974,-20618.805,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.261,932.510,93.735,74.376,940.156,0.253,0.038,0.030,8653.846,620.974,-20619.409,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.271,932.510,93.735,74.374,940.156,0.253,0.038,0.030,8663.174,621.973,-20620.014,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.281,932.510,93.735,74.372,940.155,0.253,0.038,0.030,8672.503,622.973,-20620.619,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.291,932.510,93.735,74.370,940.155,0.253,0.038,0.030,8681.832,623.973,-20621.223,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.301,932.510,93.736,74.368,940.155,0.253,0.038,0.030,8691.160,624.972,-20621.828,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.311,932.510,93.736,74.367,940.155,0.253,0.038,0.030,8700.489,625.972,-20622.432,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.321,932.510,93.736,74.365,940.155,0.253,0.038,0.030,8709.818,626.972,-20623.037,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.331,932.510,93.736,74.363,940.155,0.253,0.038,0.030,8719.146,627.971,-20623.641,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.341,932.510,93.736,74.361,940.155,0.253,0.038,0.030,8728.475,628.971,-20624.246,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.351,932.510,93.736,74.360,940.154,0.253,0.038,0.030,8737.804,629.971,-20624.850,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.361,932.510,93.736,74.358,940.154,0.253,0.037,0.030,8747.132,630.971,-20625.455,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.371,932.510,93.736,74.356,940.154,0.253,0.037,0.030,8756.461,631.971,-20626.059,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.381,932.510,93.736,74.354,940.154,0.253,0.037,0.030,8765.790,632.971,-20626.663,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.391,932.510,93.736,74.353,940.154,0.253,0.037,0.030,8775.118,633.970,-20627.268,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.401,932.510,93.736,74.351,940.154,0.253,0.037,0.030,8784.447,634.970,-20627.872,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.411,932.510,93.737,74.349,940.154,0.253,0.037,0.030,8793.776,635.970,-20628.477,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.421,932.510,93.737,74.347,940.154,0.253,0.037,0.030,8803.104,636.970,-20629.081,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.431,932.510,93.737,74.346,940.153,0.253,0.037,0.030,8812.433,637.970,-20629.685,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.441,932.510,93.737,74.344,940.153,0.253,0.037,0.030,8821.762,638.970,-20630.290,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.451,932.510,93.737,74.342,940.153,0.253,0.037,0.030,8831.090,639.970,-20630.894,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.461,932.510,93.737,74.341,940.153,0.253,0.037,0.030,8840.419,640.970,-20631.498,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.471,932.510,93.737,74.339,940.153,0.253,0.037,0.030,8849.748,641.970,-20632.102,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.481,932.510,93.737,74.338,940.153,0.253,0.037,0.030,8859.076,642.970,-20632.707,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.491,932.510,93.737,74.336,940.153,0.253,0.037,0.030,8868.405,643.970,-20633.311,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.501,932.510,93.737,74.334,940.153,0.253,0.037,0.030,8877.733,644.970,-20633.915,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.511,932.510,93.737,74.333,940.152,0.253,0.037,0.030,8887.062,645.970,-20634.520,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.521,932.510,93.738,74.331,940.152,0.253,0.037,0.030,8896.391,646.970,-20635.124,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.531,932.510,93.738,74.330,940.152,0.253,0.037,0.030,8905.719,647.970,-20635.728,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.541,932.510,93.738,74.328,940.152,0.253,0.037,0.030,8915.048,648.970,-20636.332,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.551,932.510,93.738,74.327,940.152,0.253,0.037,0.030,8924.377,649.970,-20636.936,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.561,932.510,93.738,74.325,940.152,0.253,0.037,0.030,8933.705,650.971,-20637.541,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.571,932.510,93.738,74.324,940.152,0.253,0.037,0.030,8943.034,651.971,-20638.145,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.581,932.510,93.738,74.322,940.152,0.253,0.037,0.030,8952.363,652.971,-20638.749,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.591,932.510,93.738,74.321,940.152,0.253,0.037,0.030,8961.691,653.971,-20639.353,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.601,932.510,93.738,74.319,940.151,0.253,0.037,0.030,8971.020,654.971,-20639.957,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.611,932.510,93.738,74.318,940.151,0.253,0.037,0.030,8980.348,655.971,-20640.561,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.621,932.510,93.738,74.316,940.151,0.253,0.037,0.030,8989.677,656.972,-20641.166,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.631,932.510,93.738,74.315,940.151,0.253,0.037,0.030,8999.006,657.972,-20641.770,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.641,932.510,93.739,74.313,940.151,0.253,0.037,0.030,9008.334,658.972,-20642.374,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.651,932.510,93.739,74.312,940.151,0.253,0.037,0.030,9017.663,659.972,-20642.978,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.661,932.510,93.739,74.311,940.151,0.253,0.037,0.030,9026.991,660.973,-20643.582,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.671,932.510,93.739,74.309,940.151,0.253,0.037,0.030,9036.320,661.973,-20644.186,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.681,932.510,93.739,74.308,940.151,0.253,0.037,0.030,9045.649,662.973,-20644.790,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.691,932.510,93.739,74.307,940.151,0.253,0.037,0.030,9054.977,663.974,-20645.394,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.701,932.510,93.739,74.305,940.150,0.253,0.037,0.030,9064.306,664.974,-20645.999,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
9.711,932.510,93.739,74.304,940.150,0.253,0.037,0.030,9073.634,665.974,-20646.603,0.000,0.037,-0.401,-0.294,0.327,0.410,0.047,0.100
